Age,Income,Saving (Cash),Property owner,Other asset,Counts,Percent
28.0, <=50K,1.0,0.0,1.0,24,0.07%
39.0, <=50K,5.0,0.0,0.0,24,0.07%
41.0, <=50K,1.0,1.0,1.0,24,0.07%
34.0, <=50K,4.0,0.0,1.0,24,0.07%
34.0, <=50K,3.0,1.0,1.0,24,0.07%
34.0, <=50K,3.0,0.0,0.0,24,0.07%
39.0, <=50K,1.0,0.0,0.0,23,0.07%
19.0, <=50K,1.0,0.0,1.0,23,0.07%
30.0, <=50K,3.0,0.0,1.0,23,0.07%
34.0, <=50K,1.0,1.0,1.0,23,0.07%
28.0, <=50K,0.0,1.0,0.0,23,0.07%
38.0, <=50K,4.0,1.0,0.0,23,0.07%
18.0, <=50K,3.0,0.0,1.0,23,0.07%
38.0, <=50K,3.0,0.0,0.0,23,0.07%
18.0, <=50K,5.0,1.0,0.0,23,0.07%
28.0, <=50K,2.0,0.0,1.0,23,0.07%
30.0, <=50K,5.0,0.0,1.0,23,0.07%
37.0, >50K,1.0,0.0,0.0,23,0.07%
43.0, <=50K,4.0,0.0,0.0,23,0.07%
38.0, <=50K,1.0,0.0,0.0,23,0.07%
43.0, <=50K,4.0,1.0,0.0,23,0.07%
43.0, <=50K,5.0,0.0,0.0,23,0.07%
38.0, <=50K,1.0,0.0,1.0,23,0.07%
31.0, <=50K,2.0,1.0,0.0,23,0.07%
46.0, <=50K,5.0,1.0,0.0,23,0.07%
37.0, <=50K,5.0,0.0,0.0,23,0.07%
34.0, <=50K,0.0,1.0,0.0,23,0.07%
37.0, <=50K,4.0,0.0,0.0,23,0.07%
41.0, <=50K,3.0,1.0,0.0,23,0.07%
41.0, <=50K,0.0,0.0,1.0,23,0.07%
31.0, <=50K,5.0,0.0,1.0,23,0.07%
43.0, <=50K,3.0,1.0,1.0,23,0.07%
37.0, <=50K,0.0,0.0,0.0,23,0.07%
47.0, <=50K,4.0,1.0,1.0,23,0.07%
34.0, <=50K,0.0,0.0,1.0,23,0.07%
39.0, <=50K,2.0,1.0,1.0,23,0.07%
30.0, <=50K,1.0,0.0,1.0,23,0.07%
39.0, <=50K,3.0,1.0,0.0,23,0.07%
45.0, <=50K,1.0,1.0,1.0,23,0.07%
35.0, <=50K,5.0,0.0,0.0,23,0.07%
34.0, <=50K,4.0,1.0,1.0,23,0.07%
50.0, <=50K,3.0,0.0,1.0,23,0.07%
35.0, <=50K,4.0,1.0,1.0,23,0.07%
22.0, <=50K,4.0,1.0,1.0,23,0.07%
35.0, <=50K,2.0,0.0,0.0,23,0.07%
42.0, <=50K,2.0,0.0,1.0,23,0.07%
33.0, <=50K,2.0,0.0,0.0,23,0.07%
32.0, <=50K,3.0,0.0,1.0,23,0.07%
39.0, <=50K,3.0,1.0,1.0,23,0.07%
39.0, <=50K,4.0,0.0,1.0,23,0.07%
40.0, <=50K,2.0,0.0,0.0,23,0.07%
40.0, <=50K,2.0,1.0,1.0,23,0.07%
26.0, <=50K,0.0,0.0,1.0,23,0.07%
26.0, <=50K,2.0,0.0,0.0,23,0.07%
39.0, <=50K,4.0,1.0,1.0,22,0.07%
42.0, <=50K,1.0,1.0,0.0,22,0.07%
42.0, <=50K,1.0,1.0,1.0,22,0.07%
41.0, <=50K,2.0,0.0,1.0,22,0.07%
38.0, <=50K,0.0,1.0,1.0,22,0.07%
38.0, <=50K,0.0,1.0,0.0,22,0.07%
41.0, <=50K,2.0,1.0,1.0,22,0.07%
39.0, <=50K,2.0,1.0,0.0,22,0.07%
39.0, <=50K,1.0,1.0,0.0,22,0.07%
39.0, <=50K,5.0,0.0,1.0,22,0.07%
36.0, <=50K,4.0,0.0,0.0,22,0.07%
39.0, <=50K,5.0,1.0,1.0,22,0.07%
37.0, <=50K,4.0,1.0,1.0,22,0.07%
40.0, <=50K,0.0,0.0,0.0,22,0.07%
37.0, <=50K,3.0,0.0,1.0,22,0.07%
37.0, <=50K,0.0,1.0,0.0,22,0.07%
41.0, <=50K,4.0,0.0,1.0,22,0.07%
35.0, <=50K,1.0,0.0,0.0,22,0.07%
33.0, <=50K,3.0,0.0,1.0,22,0.07%
40.0, <=50K,0.0,1.0,1.0,22,0.07%
40.0, <=50K,1.0,1.0,1.0,22,0.07%
33.0, <=50K,4.0,0.0,0.0,22,0.07%
40.0, <=50K,3.0,1.0,0.0,22,0.07%
42.0, <=50K,5.0,1.0,1.0,22,0.07%
39.0, <=50K,4.0,0.0,0.0,22,0.07%
48.0, <=50K,5.0,1.0,0.0,22,0.07%
31.0, <=50K,0.0,1.0,1.0,22,0.07%
29.0, <=50K,5.0,1.0,1.0,22,0.07%
52.0, <=50K,0.0,1.0,1.0,22,0.07%
24.0, <=50K,2.0,1.0,1.0,22,0.07%
44.0, <=50K,1.0,1.0,1.0,22,0.07%
45.0, <=50K,1.0,0.0,1.0,22,0.07%
44.0, <=50K,0.0,1.0,1.0,22,0.07%
47.0, <=50K,5.0,1.0,0.0,22,0.07%
45.0, <=50K,3.0,0.0,1.0,22,0.07%
29.0, <=50K,2.0,1.0,1.0,22,0.07%
29.0, <=50K,0.0,1.0,0.0,22,0.07%
29.0, <=50K,1.0,0.0,1.0,22,0.07%
29.0, <=50K,1.0,1.0,1.0,22,0.07%
44.0, <=50K,3.0,1.0,1.0,22,0.07%
18.0, <=50K,5.0,0.0,1.0,21,0.06%
22.0, <=50K,4.0,1.0,0.0,21,0.06%
38.0, <=50K,3.0,0.0,1.0,21,0.06%
46.0, <=50K,5.0,1.0,1.0,21,0.06%
42.0, <=50K,4.0,1.0,1.0,21,0.06%
44.0, <=50K,4.0,1.0,0.0,21,0.06%
32.0, <=50K,0.0,0.0,1.0,21,0.06%
27.0, <=50K,2.0,1.0,1.0,21,0.06%
36.0, <=50K,0.0,0.0,1.0,21,0.06%
41.0, <=50K,2.0,1.0,0.0,21,0.06%
44.0, <=50K,5.0,0.0,1.0,21,0.06%
38.0, <=50K,4.0,0.0,1.0,21,0.06%
19.0, <=50K,2.0,0.0,0.0,21,0.06%
18.0, <=50K,4.0,0.0,0.0,21,0.06%
32.0, <=50K,5.0,1.0,1.0,21,0.06%
49.0, <=50K,2.0,0.0,0.0,21,0.06%
35.0, <=50K,5.0,1.0,0.0,21,0.06%
49.0, <=50K,1.0,0.0,1.0,21,0.06%
50.0, <=50K,1.0,0.0,1.0,21,0.06%
45.0, <=50K,1.0,0.0,0.0,21,0.06%
36.0, <=50K,4.0,1.0,0.0,21,0.06%
42.0, <=50K,0.0,0.0,1.0,21,0.06%
37.0, <=50K,0.0,1.0,1.0,21,0.06%
44.0, <=50K,2.0,1.0,1.0,21,0.06%
41.0, <=50K,5.0,0.0,0.0,21,0.06%
44.0, <=50K,1.0,0.0,1.0,21,0.06%
38.0, <=50K,2.0,0.0,1.0,21,0.06%
26.0, <=50K,4.0,0.0,0.0,21,0.06%
17.0, <=50K,2.0,0.0,0.0,21,0.06%
24.0, <=50K,0.0,0.0,1.0,21,0.06%
46.0, <=50K,1.0,0.0,0.0,21,0.06%
39.0, <=50K,4.0,1.0,0.0,21,0.06%
30.0, <=50K,3.0,1.0,1.0,21,0.06%
40.0, >50K,0.0,0.0,0.0,21,0.06%
43.0, <=50K,2.0,0.0,1.0,21,0.06%
37.0, <=50K,2.0,1.0,0.0,21,0.06%
37.0, <=50K,1.0,1.0,0.0,21,0.06%
31.0, <=50K,2.0,0.0,0.0,21,0.06%
43.0, <=50K,5.0,1.0,0.0,21,0.06%
46.0, <=50K,5.0,0.0,0.0,21,0.06%
43.0, <=50K,0.0,0.0,0.0,21,0.06%
40.0, <=50K,3.0,0.0,0.0,21,0.06%
17.0, <=50K,3.0,1.0,1.0,21,0.06%
49.0, <=50K,3.0,0.0,1.0,20,0.06%
50.0, <=50K,4.0,0.0,1.0,20,0.06%
28.0, <=50K,2.0,0.0,0.0,20,0.06%
46.0, <=50K,2.0,1.0,1.0,20,0.06%
22.0, <=50K,1.0,1.0,0.0,20,0.06%
35.0, <=50K,1.0,0.0,1.0,20,0.06%
41.0, <=50K,4.0,1.0,1.0,20,0.06%
45.0, <=50K,5.0,0.0,0.0,20,0.06%
33.0, <=50K,2.0,0.0,1.0,20,0.06%
52.0, <=50K,2.0,1.0,1.0,20,0.06%
35.0, <=50K,3.0,0.0,1.0,20,0.06%
41.0, <=50K,4.0,1.0,0.0,20,0.06%
46.0, <=50K,4.0,0.0,1.0,20,0.06%
45.0, >50K,2.0,1.0,0.0,20,0.06%
39.0, <=50K,1.0,0.0,1.0,20,0.06%
45.0, <=50K,5.0,1.0,0.0,20,0.06%
41.0, <=50K,5.0,1.0,1.0,20,0.06%
42.0, <=50K,2.0,1.0,0.0,20,0.06%
49.0, <=50K,0.0,0.0,0.0,20,0.06%
46.0, >50K,5.0,0.0,0.0,20,0.06%
42.0, <=50K,3.0,1.0,1.0,20,0.06%
43.0, <=50K,5.0,0.0,1.0,20,0.06%
38.0, <=50K,0.0,0.0,1.0,20,0.06%
37.0, >50K,2.0,1.0,0.0,20,0.06%
47.0, <=50K,5.0,1.0,1.0,20,0.06%
38.0, <=50K,1.0,1.0,0.0,20,0.06%
17.0, <=50K,3.0,0.0,1.0,20,0.06%
43.0, <=50K,3.0,1.0,0.0,20,0.06%
43.0, <=50K,3.0,0.0,1.0,20,0.06%
17.0, <=50K,4.0,0.0,0.0,20,0.06%
37.0, <=50K,3.0,0.0,0.0,20,0.06%
43.0, <=50K,2.0,0.0,0.0,20,0.06%
26.0, <=50K,1.0,0.0,1.0,20,0.06%
30.0, <=50K,1.0,1.0,0.0,20,0.06%
43.0, <=50K,0.0,0.0,1.0,20,0.06%
17.0, <=50K,5.0,1.0,1.0,20,0.06%
50.0, >50K,4.0,0.0,1.0,20,0.06%
44.0, <=50K,4.0,0.0,0.0,20,0.06%
41.0, <=50K,0.0,1.0,1.0,20,0.06%
27.0, <=50K,4.0,1.0,0.0,20,0.06%
48.0, <=50K,2.0,0.0,1.0,20,0.06%
44.0, <=50K,5.0,1.0,1.0,20,0.06%
47.0, <=50K,1.0,1.0,0.0,20,0.06%
29.0, <=50K,2.0,1.0,0.0,20,0.06%
17.0, <=50K,0.0,0.0,1.0,20,0.06%
47.0, <=50K,1.0,0.0,0.0,19,0.06%
49.0, <=50K,2.0,1.0,1.0,19,0.06%
46.0, <=50K,3.0,1.0,1.0,19,0.06%
49.0, <=50K,1.0,1.0,1.0,19,0.06%
50.0, <=50K,1.0,1.0,1.0,19,0.06%
40.0, <=50K,4.0,1.0,1.0,19,0.06%
47.0, <=50K,2.0,1.0,0.0,19,0.06%
34.0, <=50K,0.0,0.0,0.0,19,0.06%
27.0, <=50K,2.0,0.0,0.0,19,0.06%
47.0, <=50K,3.0,0.0,1.0,19,0.06%
49.0, <=50K,4.0,0.0,0.0,19,0.06%
45.0, <=50K,2.0,1.0,1.0,19,0.06%
47.0, >50K,4.0,1.0,0.0,19,0.06%
44.0, <=50K,4.0,0.0,1.0,19,0.06%
18.0, <=50K,1.0,1.0,1.0,19,0.06%
18.0, <=50K,3.0,1.0,0.0,19,0.06%
42.0, >50K,5.0,1.0,1.0,19,0.06%
43.0, <=50K,0.0,1.0,0.0,19,0.06%
43.0, <=50K,1.0,1.0,0.0,19,0.06%
38.0, <=50K,5.0,1.0,0.0,19,0.06%
44.0, <=50K,2.0,1.0,0.0,19,0.06%
51.0, <=50K,0.0,0.0,1.0,19,0.06%
38.0, >50K,3.0,1.0,1.0,19,0.06%
39.0, <=50K,0.0,0.0,0.0,19,0.06%
37.0, <=50K,4.0,0.0,1.0,19,0.06%
42.0, <=50K,4.0,0.0,1.0,19,0.06%
42.0, <=50K,4.0,0.0,0.0,19,0.06%
32.0, <=50K,0.0,1.0,0.0,19,0.06%
43.0, >50K,2.0,1.0,1.0,19,0.06%
45.0, <=50K,3.0,1.0,1.0,19,0.06%
36.0, <=50K,2.0,0.0,0.0,19,0.06%
51.0, <=50K,4.0,0.0,1.0,19,0.06%
45.0, <=50K,4.0,0.0,0.0,19,0.06%
45.0, <=50K,4.0,1.0,1.0,19,0.06%
45.0, <=50K,5.0,0.0,1.0,19,0.06%
51.0, <=50K,2.0,0.0,1.0,19,0.06%
51.0, <=50K,1.0,0.0,0.0,19,0.06%
24.0, <=50K,3.0,0.0,1.0,19,0.06%
24.0, <=50K,4.0,1.0,1.0,19,0.06%
37.0, >50K,1.0,1.0,1.0,18,0.06%
40.0, <=50K,5.0,1.0,1.0,18,0.06%
17.0, <=50K,1.0,0.0,1.0,18,0.06%
18.0, <=50K,0.0,1.0,1.0,18,0.06%
48.0, <=50K,0.0,0.0,0.0,18,0.06%
51.0, <=50K,0.0,0.0,0.0,18,0.06%
18.0, <=50K,2.0,0.0,1.0,18,0.06%
40.0, <=50K,2.0,0.0,1.0,18,0.06%
36.0, >50K,3.0,1.0,1.0,18,0.06%
38.0, <=50K,5.0,0.0,0.0,18,0.06%
34.0, >50K,4.0,1.0,1.0,18,0.06%
39.0, <=50K,0.0,1.0,0.0,18,0.06%
54.0, <=50K,3.0,1.0,1.0,18,0.06%
34.0, <=50K,5.0,0.0,1.0,18,0.06%
53.0, <=50K,2.0,0.0,0.0,18,0.06%
51.0, <=50K,3.0,0.0,1.0,18,0.06%
50.0, <=50K,3.0,1.0,0.0,18,0.06%
38.0, >50K,2.0,1.0,0.0,18,0.06%
47.0, >50K,2.0,0.0,0.0,18,0.06%
37.0, >50K,4.0,1.0,1.0,18,0.06%
46.0, <=50K,0.0,1.0,0.0,18,0.06%
47.0, <=50K,0.0,0.0,0.0,18,0.06%
30.0, <=50K,5.0,1.0,1.0,18,0.06%
43.0, <=50K,1.0,0.0,1.0,18,0.06%
42.0, <=50K,5.0,1.0,0.0,18,0.06%
44.0, <=50K,5.0,0.0,0.0,18,0.06%
46.0, <=50K,2.0,0.0,0.0,18,0.06%
44.0, >50K,1.0,0.0,1.0,18,0.06%
47.0, <=50K,1.0,0.0,1.0,18,0.06%
44.0, >50K,5.0,1.0,1.0,18,0.06%
45.0, <=50K,0.0,0.0,0.0,18,0.06%
45.0, <=50K,0.0,0.0,1.0,18,0.06%
47.0, >50K,1.0,0.0,1.0,18,0.06%
41.0, >50K,4.0,1.0,0.0,18,0.06%
42.0, <=50K,1.0,0.0,1.0,18,0.06%
44.0, <=50K,1.0,1.0,0.0,18,0.06%
46.0, <=50K,5.0,0.0,1.0,18,0.06%
47.0, <=50K,5.0,0.0,0.0,18,0.06%
44.0, <=50K,4.0,1.0,1.0,17,0.05%
41.0, >50K,0.0,0.0,1.0,17,0.05%
46.0, <=50K,4.0,1.0,1.0,17,0.05%
46.0, <=50K,3.0,1.0,0.0,17,0.05%
18.0, <=50K,0.0,1.0,0.0,17,0.05%
42.0, >50K,2.0,1.0,1.0,17,0.05%
47.0, <=50K,4.0,0.0,1.0,17,0.05%
48.0, <=50K,4.0,0.0,0.0,17,0.05%
34.0, >50K,1.0,1.0,1.0,17,0.05%
41.0, >50K,1.0,0.0,1.0,17,0.05%
51.0, <=50K,4.0,0.0,0.0,17,0.05%
50.0, >50K,3.0,1.0,1.0,17,0.05%
39.0, <=50K,0.0,1.0,1.0,17,0.05%
44.0, >50K,1.0,0.0,0.0,17,0.05%
45.0, <=50K,0.0,1.0,0.0,17,0.05%
40.0, <=50K,5.0,0.0,1.0,17,0.05%
33.0, <=50K,2.0,1.0,1.0,17,0.05%
45.0, >50K,4.0,1.0,0.0,17,0.05%
38.0, <=50K,5.0,0.0,1.0,17,0.05%
51.0, <=50K,0.0,1.0,1.0,17,0.05%
47.0, >50K,0.0,1.0,0.0,17,0.05%
17.0, <=50K,1.0,1.0,0.0,17,0.05%
45.0, >50K,2.0,1.0,1.0,17,0.05%
43.0, >50K,1.0,0.0,0.0,17,0.05%
39.0, <=50K,1.0,1.0,1.0,17,0.05%
18.0, <=50K,0.0,0.0,0.0,17,0.05%
17.0, <=50K,5.0,1.0,0.0,17,0.05%
42.0, <=50K,3.0,0.0,0.0,17,0.05%
48.0, <=50K,0.0,1.0,0.0,17,0.05%
47.0, <=50K,2.0,1.0,1.0,17,0.05%
43.0, <=50K,5.0,1.0,1.0,17,0.05%
40.0, >50K,5.0,0.0,0.0,17,0.05%
40.0, <=50K,1.0,1.0,0.0,17,0.05%
37.0, <=50K,5.0,0.0,1.0,17,0.05%
49.0, <=50K,1.0,1.0,0.0,17,0.05%
47.0, <=50K,0.0,1.0,1.0,17,0.05%
31.0, <=50K,4.0,0.0,0.0,17,0.05%
57.0, <=50K,0.0,1.0,1.0,17,0.05%
36.0, <=50K,2.0,1.0,0.0,17,0.05%
46.0, >50K,4.0,0.0,1.0,17,0.05%
47.0, <=50K,4.0,0.0,0.0,17,0.05%
42.0, <=50K,2.0,1.0,1.0,17,0.05%
49.0, <=50K,3.0,1.0,1.0,17,0.05%
41.0, <=50K,2.0,0.0,0.0,17,0.05%
17.0, <=50K,4.0,1.0,0.0,17,0.05%
43.0, <=50K,2.0,1.0,0.0,17,0.05%
49.0, <=50K,5.0,0.0,1.0,17,0.05%
17.0, <=50K,5.0,0.0,0.0,17,0.05%
37.0, <=50K,2.0,0.0,1.0,17,0.05%
55.0, <=50K,3.0,1.0,1.0,17,0.05%
41.0, >50K,2.0,1.0,1.0,17,0.05%
45.0, <=50K,2.0,0.0,1.0,16,0.05%
37.0, >50K,4.0,1.0,0.0,16,0.05%
43.0, >50K,0.0,1.0,1.0,16,0.05%
38.0, <=50K,0.0,0.0,0.0,16,0.05%
45.0, <=50K,2.0,0.0,0.0,16,0.05%
38.0, <=50K,2.0,1.0,1.0,16,0.05%
38.0, >50K,4.0,1.0,1.0,16,0.05%
44.0, >50K,0.0,0.0,0.0,16,0.05%
58.0, <=50K,5.0,1.0,0.0,16,0.05%
32.0, <=50K,1.0,1.0,0.0,16,0.05%
18.0, <=50K,2.0,1.0,1.0,16,0.05%
36.0, >50K,4.0,1.0,1.0,16,0.05%
18.0, <=50K,1.0,1.0,0.0,16,0.05%
45.0, <=50K,3.0,0.0,0.0,16,0.05%
37.0, <=50K,1.0,1.0,1.0,16,0.05%
17.0, <=50K,4.0,0.0,1.0,16,0.05%
44.0, <=50K,2.0,0.0,1.0,16,0.05%
37.0, >50K,0.0,0.0,1.0,16,0.05%
57.0, <=50K,1.0,0.0,1.0,16,0.05%
57.0, <=50K,5.0,0.0,0.0,16,0.05%
53.0, <=50K,4.0,1.0,0.0,16,0.05%
47.0, >50K,1.0,1.0,1.0,16,0.05%
47.0, <=50K,1.0,1.0,1.0,16,0.05%
52.0, <=50K,3.0,0.0,1.0,16,0.05%
39.0, >50K,4.0,0.0,0.0,16,0.05%
49.0, >50K,2.0,1.0,0.0,16,0.05%
48.0, <=50K,1.0,0.0,0.0,16,0.05%
50.0, <=50K,4.0,1.0,1.0,16,0.05%
50.0, <=50K,4.0,1.0,0.0,16,0.05%
41.0, <=50K,1.0,0.0,0.0,16,0.05%
51.0, <=50K,2.0,0.0,0.0,16,0.05%
46.0, >50K,3.0,0.0,1.0,16,0.05%
47.0, >50K,0.0,1.0,1.0,16,0.05%
39.0, >50K,2.0,1.0,0.0,16,0.05%
46.0, <=50K,3.0,0.0,0.0,16,0.05%
41.0, <=50K,3.0,0.0,1.0,16,0.05%
40.0, >50K,2.0,0.0,0.0,16,0.05%
50.0, <=50K,0.0,1.0,0.0,16,0.05%
49.0, <=50K,4.0,0.0,1.0,16,0.05%
47.0, >50K,1.0,0.0,0.0,16,0.05%
51.0, <=50K,5.0,1.0,1.0,16,0.05%
43.0, <=50K,4.0,0.0,1.0,16,0.05%
41.0, >50K,4.0,0.0,0.0,16,0.05%
52.0, <=50K,1.0,1.0,1.0,16,0.05%
56.0, <=50K,3.0,0.0,1.0,15,0.05%
44.0, <=50K,2.0,0.0,0.0,15,0.05%
49.0, <=50K,2.0,0.0,1.0,15,0.05%
49.0, <=50K,3.0,1.0,0.0,15,0.05%
53.0, <=50K,0.0,0.0,0.0,15,0.05%
40.0, >50K,5.0,1.0,1.0,15,0.05%
49.0, <=50K,1.0,0.0,0.0,15,0.05%
40.0, >50K,3.0,0.0,1.0,15,0.05%
40.0, >50K,2.0,1.0,1.0,15,0.05%
58.0, <=50K,2.0,0.0,0.0,15,0.05%
47.0, <=50K,3.0,1.0,1.0,15,0.05%
48.0, <=50K,0.0,0.0,1.0,15,0.05%
44.0, <=50K,0.0,0.0,0.0,15,0.05%
43.0, >50K,3.0,1.0,0.0,15,0.05%
43.0, >50K,3.0,0.0,0.0,15,0.05%
40.0, >50K,0.0,0.0,1.0,15,0.05%
59.0, <=50K,0.0,1.0,1.0,15,0.05%
59.0, <=50K,4.0,0.0,0.0,15,0.05%
63.0, <=50K,2.0,1.0,1.0,15,0.05%
49.0, <=50K,4.0,1.0,1.0,15,0.05%
42.0, >50K,4.0,1.0,1.0,15,0.05%
43.0, <=50K,1.0,1.0,1.0,15,0.05%
46.0, >50K,0.0,1.0,1.0,15,0.05%
53.0, <=50K,5.0,1.0,1.0,15,0.05%
54.0, <=50K,4.0,0.0,0.0,15,0.05%
54.0, >50K,2.0,0.0,0.0,15,0.05%
51.0, <=50K,3.0,1.0,1.0,15,0.05%
51.0, <=50K,3.0,1.0,0.0,15,0.05%
45.0, <=50K,4.0,1.0,0.0,15,0.05%
45.0, <=50K,1.0,1.0,0.0,15,0.05%
45.0, >50K,1.0,0.0,0.0,15,0.05%
38.0, >50K,5.0,0.0,0.0,15,0.05%
51.0, <=50K,2.0,1.0,0.0,15,0.05%
39.0, <=50K,2.0,0.0,0.0,15,0.05%
38.0, >50K,0.0,0.0,0.0,15,0.05%
55.0, <=50K,2.0,1.0,0.0,15,0.05%
45.0, >50K,3.0,1.0,0.0,15,0.05%
51.0, <=50K,0.0,1.0,0.0,15,0.05%
44.0, >50K,2.0,1.0,1.0,15,0.05%
46.0, <=50K,0.0,0.0,1.0,15,0.05%
46.0, <=50K,1.0,0.0,1.0,15,0.05%
46.0, <=50K,1.0,1.0,0.0,15,0.05%
50.0, >50K,0.0,1.0,0.0,15,0.05%
39.0, >50K,3.0,0.0,0.0,15,0.05%
50.0, <=50K,5.0,0.0,0.0,15,0.05%
46.0, <=50K,3.0,0.0,1.0,15,0.05%
50.0, <=50K,2.0,0.0,0.0,15,0.05%
42.0, >50K,3.0,1.0,1.0,15,0.05%
50.0, <=50K,0.0,0.0,1.0,15,0.05%
49.0, >50K,5.0,0.0,1.0,15,0.05%
51.0, <=50K,5.0,1.0,0.0,15,0.05%
17.0, <=50K,0.0,0.0,0.0,15,0.05%
17.0, <=50K,3.0,1.0,0.0,15,0.05%
17.0, <=50K,2.0,0.0,1.0,15,0.05%
17.0, <=50K,2.0,1.0,1.0,15,0.05%
36.0, >50K,2.0,1.0,0.0,15,0.05%
34.0, >50K,0.0,1.0,1.0,15,0.05%
31.0, >50K,1.0,0.0,0.0,15,0.05%
36.0, >50K,5.0,0.0,1.0,15,0.05%
17.0, <=50K,1.0,0.0,0.0,15,0.05%
55.0, <=50K,5.0,1.0,1.0,14,0.04%
39.0, >50K,1.0,1.0,0.0,14,0.04%
35.0, >50K,1.0,1.0,1.0,14,0.04%
33.0, >50K,4.0,0.0,1.0,14,0.04%
33.0, >50K,4.0,1.0,0.0,14,0.04%
53.0, <=50K,2.0,1.0,1.0,14,0.04%
56.0, <=50K,5.0,0.0,1.0,14,0.04%
40.0, >50K,4.0,0.0,1.0,14,0.04%
53.0, <=50K,4.0,0.0,1.0,14,0.04%
40.0, >50K,3.0,0.0,0.0,14,0.04%
40.0, >50K,1.0,1.0,0.0,14,0.04%
54.0, <=50K,1.0,1.0,1.0,14,0.04%
39.0, >50K,1.0,0.0,1.0,14,0.04%
34.0, >50K,1.0,1.0,0.0,14,0.04%
39.0, >50K,5.0,0.0,1.0,14,0.04%
39.0, >50K,3.0,1.0,1.0,14,0.04%
34.0, >50K,2.0,0.0,1.0,14,0.04%
40.0, <=50K,4.0,0.0,0.0,14,0.04%
52.0, <=50K,0.0,1.0,0.0,14,0.04%
55.0, <=50K,0.0,1.0,0.0,14,0.04%
55.0, <=50K,0.0,1.0,1.0,14,0.04%
55.0, <=50K,2.0,0.0,0.0,14,0.04%
34.0, >50K,5.0,0.0,1.0,14,0.04%
